ID,圖檔,分類,備註,限制(EN),原文,EN,JA,KO,SC
lang_b6238c27,,,"Assets/_StripCasino/Scenes/_old/EuropeanRoulette_mobile.unity
_CANVAS_/Menu/InfoPanel/Panel/Scroll View/Viewport/Content/Info
language",,歐式輪盤由一個有37個口袋的輪盤組成，編號從0到36。以下是您可以下注的方式：  單一數字：在任意單一的數字0到36上下注。賠率為35比1。 分割：將籌碼放在任意兩個垂直或水平相鄰數字之間的線上。涵蓋這兩個數字。賠率為17比1。 街注：通過將籌碼放在輪盤表的對應行的邊界線上來對連續的三個數字下注。賠率為11比1。 角注：將籌碼放在四個數字相交的角上。涵蓋所有四個數字。賠率為8比1。 六線：對兩個相鄰的街道下注，將籌碼放在相應的交點上。賠率為5比1。 列注：從表上的三列數字中選擇一列。每列涵蓋12個數字。賠率為2比1。 打：在表格布局中找到的三個打中的任何一個下注：第一打（1-12），第二打（13-24），第三打（25-36）。賠率為2比1。 單/雙：在所有偶數或所有奇數上下注。不包括零。賠率為1比1。 紅/黑：在所有紅色或所有黑色數字上下注。賠率為1比1。 高/低：在低（1-18）或高（19-36）的數字上下注。賠率為1比1。,"European Roulette consists of a wheel with 37 pockets numbered from 0 to 36. Here's how you can place your bets:  Single Numbers: Bet on any single number from 0 to 36. Payout is 35 to 1. Split: Place your chip on the line between any two numbers, vertical or horizontal. Covers both numbers. Payout is 17 to 1. Street: Bet on three consecutive numbers by placing your chip on the boundary line of the roulette table at the end of the corresponding row. Payout is 11 to 1. Square or Corner: Place your chip at the corner where four numbers meet. All four numbers are covered. Payout is 8 to 1. Six Line: Bet on two adjoining streets, placing the chip on the corresponding intersection. Payout is 5 to 1. Columns: Choose from one of the three columns of numbers on the table. Each covers 12 numbers. Payout is 2 to 1. Dozens: Bet on one of the three dozen that are found on the layout of the table: 1st 12 (1-12), 2nd 12 (13-24), 3rd 12 (25-36). Payout is 2 to 1. Even/Odd: Bet on all even numbers or all odd numbers. Does not include zero. Payout is 1 to 1. Red/Black: Bet on either all red numbers or all black numbers. Payout is 1 to 1. High/Low: Bet on either low (1-18) or high (19-36) numbers. Payout is 1 to 1.",ヨーロピアンルーレットは0から36までの数字が割り当てられた37のポケットを持つホイールで構成されています。賭け方は以下の通りです：  シングルナンバー：0から36までの任意の単一数字に賭けます。配当は35対1です。 スプリット：縦または横に隣接する任意の2つの数字の間の線上にチップを置きます。両方の数字をカバーします。配当は17対1です。 ストリート：連続する3つの数字に賭けるには、対応する行の終わりにあるルーレットテーブルの境界線上にチップを置きます。配当は11対1です。 スクエアまたはコーナー：4つの数字が交わる角にチップを置きます。4つの数字すべてがカバーされます。配当は8対1です。 シックスライン：隣接する2つのストリートに賭け、対応する交差点にチップを置きます。配当は5対1です。 カラム：テーブル上の数字の3つのカラムのいずれかを選びます。各カラムは12の数字をカバーします。配当は2対1です。 ダース：テーブルのレイアウトにある3つのダースのいずれかに賭けます：第1ダース（1-12）、第2ダース（13-24）、第3ダース（25-36）。配当は2対1です。 イーブン/オッド：すべての偶数または奇数に賭けます。ゼロは含まれません。配当は1対1です。 レッド/ブラック：すべての赤または黒の数字に賭けます。配当は1対1です。 ハイ/ロー：低（1-18）または高（19-36）の数字に賭けます。配当は1対1です。,"유럽식 룰렛은 0부터 36까지 번호가 매겨진 37개의 포켓으로 구성된 룰렛 휠을 특징으로 합니다. 베팅 방법은 다음과 같습니다:  단일 번호: 0에서 36까지의 어느 하나의 숫자에 베팅합니다. 배당률은 35대 1입니다. 분할: 두 숫자 사이의 선 위에 칩을 놓습니다. 배당률은 17대 1입니다. 스트리트: 룰렛 테이블의 해당 행 끝의 경계선 위에 칩을 놓고 세 개의 연속 숫자에 베팅합니다. 배당률은 11대 1입니다. 스퀘어 또는 코너: 네 숫자가 만나는 모서리에 칩을 놓습니다. 배당률은 8대 1입니다. 식스 라인: 두 개의 인접한 거리에 베팅하고, 해당 교차점에 칩을 놓습니다. 배당률은 5대 1입니다. 칼럼: 테이블에 있는 숫자의 세 칼럼 중 하나를 선택합니다. 각 칼럼은 12개의 숫자를 포함합니다. 배당률은 2대 1입니다. 더즌: 테이블 레이아웃에 있는 세 더즌 중 하나에 베팅합니다: 1st 12 (1-12), 2nd 12 (13-24), 3rd 12 (25-36). 배당률은 2대 1입니다. 홀/짝: 모든 짝수 또는 홀수에 베팅합니다. 제로는 포함되지 않습니다. 배당률은 1대 1입니다. 레드/블랙: 모든 빨간색 또는 검은색 번호에 베팅합니다. 배당률은 1대 1입니다. 하이/로우: 낮은 (1-18) 또는 높은 (19-36) 숫자에 베팅합니다. 배당률은 1대 1입니다.",欧式轮盘由一个有37个口袋的轮盘组成，编号从0到36。下面是你可以下注的方式：  单一数字：在任意单一的数字0到36上下注。赔率为35比1。 分割：将筹码放在任意两个垂直或水平相邻数字之间的线上。涵盖这两个数字。赔率为17比1。 街注：通过将筹码放在轮盘表的对应行的边界线上来对连续的三个数字下注。赔率为11比1。 角注：将筹码放在四个数字相交的角上。涵盖所有四个数字。赔率为8比1。 六线：对两个相邻的街道下注，将筹码放在相应的交点上。赔率为5比1。 列注：从表上的三列数字中选择一列。每列涵盖12个数字。赔率为2比1。 打：在表格布局中找到的三个打中的任何一个下注：第一打（1-12），第二打（13-24），第三打（25-36）。赔率为2比1。 单/双：在所有偶数或所有奇数上下注。不包括零。赔率为1比1。 红/黑：在所有红色或所有黑色数字上下注。赔率为1比1。 高/低：在低（1-18）或高（19-36）的数字上下注。赔率为1比1。
lang_34d64351,,,"Assets/_StripCasino/Scenes/_old/EuropeanRoulette_mobile.unity
_CANVAS_/Menu/InfoPanel/Panel/Info
language",,玩法介绍,Gameplay Introduction,プレイ方法の紹介,게임 방법 소개,玩法介绍
lang_07553c4e,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Shop/Introduce
language",,黑市商人,SHOP,闇商人,암상인,黑市商人
lang_1ff94d0c,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Recipe/Introduce
language",,升級酒館,Upgrade Tavern,酒場拡張,주점업그레이드,升级酒馆
lang_909af852,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/DailyBonus/Introduce
language",,每日獎勵,Daily Bonus,デイリー報酬,일일 보상,每日奖励
lang_5ab78ab8,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_0/Text
language",,隨便來點什麼就好啦,"Just give me anything, it's fine",適当にちょっとでいいよ,아무거나 대충 줘도 돼,随便来点啥就行
lang_a75858ef,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_1/Text
language",,給我一份龍焰酒,I'll have a Dragonflame Ale,ドラゴンフレイム酒 をひとつくれ,드래곤플레임 에일 하나 줘,给我一份龙焰酒
lang_7fecf9d6,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_2/Text
language",,給我一份魔女之吻,I'll have a Witch's Kiss,魔女のキス をひとつくれ,마녀의 입맞춤 하나 줘,给我一份魔女之吻
lang_d6eabb3d,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_3/Text
language",,給我一份精靈樹蜜酒,I'll have an Elven Nectar,エルフの蜜酒 をひとつくれ,엘프의 꿀술 하나 줘,给我一份精灵树蜜酒
lang_0c206f64,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_4/Text
language",,給我一杯冰結之息,I'll take a Breath of Frost,氷結の吐息 をひとつくれ,프로스트 브레스 하나 줘,给我一杯冰结之息
lang_09e4c97b,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_5/Text
language",,給我一杯秘法紅石酒,I'll have an Arcana Ruby,アルカナ・ルビー をひとつくれ,아르카나 루비 하나 줘,给我一杯秘法红石酒
lang_f2611b22,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_6/Text
language",,給我一杯霧花酒,I'll take a Misty Bloom,ミスティ・ブルーム をひとつくれ,미스티 블룸 하나 줘,给我一杯雾花酒
lang_2a719e69,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_7/Text
language",,給我一杯狼毒酒,Give me a Wolfbane Brew,ウルフベイン酒 をひとつくれ,울프베인 술 하나 줘,给我一杯狼毒酒
lang_ed34a950,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_8/Text
language",,給我來一杯太陽果皮酒,Give me a glass of Sun Peel Wine,太陽の果皮酒を一杯ちょうだい,태양 과피주 한 잔 주세요,给我来一杯太阳果皮酒
lang_a15324a7,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_9/Text
language",,給我來一杯森之果酒,Give me a glass of Forest Fruit Wine,森の果実酒を一杯ちょうだい,숲의 과실주 한 잔 주세요,给我来一杯森之果酒
lang_79696035,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/Table/Work/GuestPanel/Diagol_10/Text
language",,給我來一杯宵之玫瑰酒,Give me a glass of Rose Wine of the Dusk,宵の薔薇酒を一杯ちょうだい,황혼의 장미주 한 잔 주세요,给我来一杯宵之玫瑰酒
lang_9f4cbe5e,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_1/Name_Recipe
language",,龍焰酒,Dragonflame Ale,ドラゴンフレイム酒,드래곤플레임 에일,龙焰酒
lang_3147d9d5,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_2/Name_Recipe
language",,魔女之吻,Witch’s Kiss,魔女のキス,마녀의 입맞춤,魔女之吻
lang_6e71eaa4,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_3/Name_Recipe
language",,精靈樹蜂蜜酒,Elven Nectar,エルフの蜜酒,엘프의 꿀술,精灵树蜂蜜酒
lang_e0af4dfb,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_4/Name_Recipe
language",,冰結之息,Breath of Frost,氷結の吐息,프로스트 브레스,冰结之息
lang_f765bc22,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_5/Name_Recipe
language",,秘法紅石酒,Arcana Ruby,アルカナ・ルビー,아르카나 루비,秘法红石酒
lang_6c384169,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_6/Name_Recipe
language",,霧花酒,Misty Bloom,ミスティ・ブルーム,미스티 블룸 ,雾花酒
lang_485fd1f8,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_7/Name_Recipe
language",,霧花酒,Wolfbane Brew,ウルフベイン酒,울프베인 술,狼毒酒
lang_0a30c4af,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_8/Name_Recipe
language",,太陽果皮酒,Sunpeel Ale,太陽の皮,선필 에일,太阳果皮酒
lang_6afd7966,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_9/Name_Recipe
language",,森林果實酒,Forest Berry Spirit,森の果実酒,숲의 열매주,森之果酒
lang_1c07b62c,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Mask/List/Wine_10/Name_Recipe
language",,宵之玫瑰酒,Rose Wine of Dusk,宵の薔薇酒,저녁의 장미주,宵之玫瑰酒
lang_78600022,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Title
language",,調酒祕方店,Secret Recipe Shop,秘伝レシピ店,칵테일 비법 상점,调酒秘方店
lang_648df1b5,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/RecipePanel/Title_Button/Text (Legacy)
language",,继续,Continue,継続,계속하기,继续
lang_04fe0dd1,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/SwitchBusinessStatus/Introduce
language",,切換營業狀態,Daily Bonus,営業状態の 切り替え,일일 보상,切换营业状态
lang_26f784d0,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/BalancePanel/Balance
language",,餘額,Balance,残高,잔액,余额
lang_906866e8,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/LeaveButton/leave
language",,打烊,Close,閉店,영업 종료,打烊
lang_02eb038c,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/ResultPanel/Today’s Summary
language",,今日總結,Today’s Summary,今日のまとめ,오늘의 요약,今日总结
lang_2d7cf5d4,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/ResultPanel/GuestCount
language",,接待客人:,Guests Served:,接客人数:,손님 수:,接待客人:
lang_e655ab8f,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/ResultPanel/Revenue
language",,今日收入:,Revenue:,本日の売上:,오늘의 수익:,今日收入:
lang_c0204abc,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/ResultPanel/Title_Button/Text (Legacy)
language",,继续,Continue,継続,계속하기,继续
lang_6dfabedd,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/MakeSureLeavePanel/Panel/insurance
language",,確定結束今天的營業嗎？,Are you sure you want to end today’s business?,本日の営業を終了してもよろしいですか？,오늘 영업을 종료하시겠습니까?,确定结束今天的营业吗？
lang_9124e484,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/MakeSureLeavePanel/Panel/YesButton/Yes
language",,是,Yes,はい,예,是
lang_af66e8f4,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/MakeSureLeavePanel/Panel/NoButton/NO
language",,否,NO,いいえ,아니오,否
lang_11d9ca9d,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/PauseMenu/Pause
language",,暂停,PAUSE,一時停止,일시정지,暂停
lang_6a66eb9d,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/PauseMenu/BackMenu/Text (Legacy)
language",,返回主選單,Return to Title,タイトルへ戻る,타이틀로 돌아가기,返回主菜单
lang_c7384501,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/PauseMenu/Title_Setting_BGM/Text (Legacy) (1)
language",,BGM,BGM,BGM,BGM,BGM
lang_97e4e035,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/PauseMenu/Title_Setting_SE/Text (Legacy) (1)
language",,効果音,Sound Effect,効果音,효과음,效果音
lang_e6c4bfac,,,"Assets/_StripCasino/Scenes/BarCounter.unity
Canvas/PauseMenu/Title_Setting_Voice/Text (Legacy) (2)
language",,語音,Voice,ボイス,보이스,语音
lang_f2322b84,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/_old/InfoPanel/Panel/Scroll View/Viewport/Content/Info
language",,黑傑克遊戲步驟和投注選項：  初始發牌：每位玩家和莊家各發兩張牌。玩家的牌通常面朝上；莊家有一張牌面朝下。 玩家決策： 要牌：請求額外的牌。可以要牌直到選擇停牌或爆牌。 停牌：保持當前總點數並結束回合。 加倍：加倍你的賭注，並只獲取一張額外的牌（僅限首兩張牌可用）。 分牌：如果你有兩張相同點數的牌，可以將它們分成兩手進行，賭注加倍。每手分開打。 保險：如果莊家面朝上的牌是A，可以購買保險，這是一個賭注莊家有黑傑克的賭注。保險賭注為原賭注的一半。如果莊家有黑傑克，賠率為2:1。 莊家行動：莊家揭示他們的隱藏牌，必須持續要牌直到手牌總數達到17點或更高。 賠率： 贏得手牌：賠率為1:1。 黑傑克（首發牌是A和10點牌）：賠率為3:2。 保險：如果莊家有黑傑克，賠率為2:1。,"Blackjack Game Steps and Betting Options:  Initial Deal: Each player and the dealer receive two cards. Players' cards are usually dealt face up; one of the dealer's cards is face down. Player Decisions: Hit: Request another card. You can hit as many times as you want until you stand or bust. Stand: Keep your current total and end your turn. Double Down: Double your bet and receive exactly one more card (available only on your first two cards). Split: If you have two cards of the same rank, you can split them into two separate hands, doubling your bet. Each hand is played separately. Insurance: If the dealer's face-up card is an Ace, you can take insurance, which is a bet that the dealer has a blackjack. The insurance bet is half of your original bet. It pays 2:1 if the dealer has blackjack. Dealer's Play: The dealer reveals their hidden card and must hit until their cards total 17 or higher. Payouts: Winning hand: Pays 1:1. Blackjack (an Ace and a 10-value card as initial hand): Pays 3:2. Insurance: If the dealer has blackjack, pays 2:1.",ブラックジャックのゲーム手順とベッティングオプション：  初期配布：各プレイヤーとディーラーは2枚のカードを受け取ります。プレイヤーのカードは通常表向きに配られ、ディーラーのカードの一枚は裏向きです。 プレイヤーの選択： ヒット：別のカードを要求します。スタンドするかバストするまで何度でもヒットできます。 スタンド：現在の合計を保持し、ターンを終了します。 ダブルダウン：賭け金を倍にして、正確に1枚だけカードを受け取ります（最初の2枚のカードにのみ利用可能）。 スプリット：同じランクの2枚のカードがある場合、それらを2つの別々の手に分けることができ、賭け金を倍にします。それぞれの手は別々にプレイされます。 インシュランス：ディーラーの表向きのカードがエースの場合、インシュランス（ディーラーがブラックジャックを持っているかの賭け）を取ることができます。インシュランスの賭け金は元の賭け金の半分です。ディーラーがブラックジャックの場合、2:1で支払われます。 ディーラーのプレイ：ディーラーは隠されたカードを明かし、カードの合計が17以上になるまでヒットしなければなりません。 支払い： 勝利した手：1:1で支払います。 ブラックジャック（初期手がエースと10点のカード）：3:2で支払います。 インシュランス：ディーラーがブラックジャックの場合、2:1で支扅います。,"블랙잭 게임 절차 및 베팅 옵션:  초기 딜 : 각 플레이어와 딜러는 두 장의 카드를 받습니다. 플레이어의 카드는 보통 면을 위로 하고; 딜러의 한 장의 카드는 면을 아래로 합니다. 플레이어 결정: 히트 : 추가 카드를 요청합니다. 스탠드를 선택하거나 버스트될 때까지 히트할 수 있습니다. 스탠드 : 현재 총액을 유지하고 턴을 종료합니다. 더블 다운 : 베팅을 두 배로 하고 정확히 한 장의 카드만 더 받습니다 (처음 두 카드에만 사용 가능). 스플릿 : 같은 순위의 두 카드가 있으면 두 개의 별도 손으로 나눌 수 있습니다. 베팅을 두 배로 합니다. 각 손은 별도로 플레이됩니다. 보험 : 딜러의 앞면 카드가 에이스인 경우, 딜러가 블랙잭을 가지고 있는지 베팅하는 보험을 살 수 있습니다. 보험 베팅은 원래 베팅의 절반입니다. 딜러가 블랙잭인 경우 2:1로 지급됩니다. 딜러의 플레이 : 딜러는 그들의 숨겨진 카드를 공개하고, 그들의 카드 총합이 17 이상이 될 때까지 히트해야 합니다. 지급률 : 승리한 손 : 1:1로 지급합니다. 블랙잭 (초기 손이 에이스와 10점 카드) : 3:2로 지급합니다. 보험 : 딜러가 블랙잭인 경우 2:1로 지급합니다. 이러한 설명은 게임의 모든 베팅 옵션과 그에 따른 배당률을 자세히 설명하여, 룰렛에 익숙하지 않은 플레이어도 게임을 이해할 수 있도록 도와줍니다.",黑杰克游戏步骤和投注选项：  初始发牌：每位玩家和庄家各发两张牌。玩家的牌通常面朝上；庄家有一张牌面朝下。 玩家决策： 要牌：请求额外的牌。可以要牌直到选择停牌或爆牌。 停牌：保持当前总点数并结束回合。 加倍：加倍你的赌注，并只获取一张额外的牌（仅限首两张牌可用）。 分牌：如果你有两张相同点数的牌，可以将它们分成两手进行，赌注加倍。每手分开打。 保险：如果庄家面朝上的牌是A，可以购买保险，这是一个赌注庄家有黑杰克的赌注。保险赌注为原赌注的一半。如果庄家有黑杰克，赔率为2:1。 庄家行动：庄家揭示他们的隐藏牌，必须持续要牌直到手牌总数达到17点或更高。 赔率： 赢得手牌：赔率为1:1。 黑杰克（首发牌是A和10点牌）：赔率为3:2。 保险：如果庄家有黑杰克，赔率为2:1。
